price_date,parish,commodity,type,Category,supply,grade,Actual_Price
7/1/2017,St James,carrot,Local,Vegetable,Scarce,Excellent,293.33
7/1/2017,Clarendon,dasheen,Local,Root Crops,Moderate,Excellent,198
7/1/2017,Manchester,tomatoes(salad),Local,Vegetable,Fair,Excellent,176
7/1/2017,Hanover,callaloo,Whole,Vegetable,Moderate,Excellent,66
7/1/2017,Manchester,yam,Negro,Root Crops,Moderate,Excellent,220
7/1/2017,St Catherine,green banana,Local,Fruit,Fair,Excellent,66
7/1/2017,St Elizabeth,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,363
7/1/2017,St Ann,carrot,Local,Vegetable,Moderate,Excellent,198
7/1/2017,St Ann,coco,Local,Root Crops,Moderate,Excellent,209
7/1/2017,St Thomas,carrot,Local,Vegetable,Fair,Excellent,198
7/1/2017,St Thomas,cabbage (green),Local,Vegetable,Moderate,Excellent,132
7/1/2017,Trelawny,yam,White (Lucea),Root Crops,Scarce,Excellent,220
7/1/2017,Portland,sweet pepper (green),Local,Vegetable,Moderate,Excellent,198
7/1/2017,St Mary,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,220
7/1/2017,St James,sweet potato,Local,Root Crops,Scarce,Excellent,143
7/1/2017,St Andrew,thyme,Local,Herbs and Spices,Fair,Excellent,660
7/1/2017,St Mary,sweet potato,Local,Root Crops,Average,Excellent,99
7/1/2017,St Ann,yam,Yellow,Root Crops,Moderate,Excellent,242
7/1/2017,Clarendon,irish potato,Local,Root Crops,Moderate,Excellent,110
7/1/2017,Manchester,pumpkin,Local,Vegetable,Fair,Excellent,77
7/1/2017,St Catherine,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,308
7/1/2017,St Andrew,ginger,Local,Herbs and Spices,Fair,Excellent,660
7/1/2017,St James,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,253
7/1/2017,St Mary,pineapple,MD 2,Fruit,Fair,Excellent,110
7/1/2017,Westmoreland,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,330
7/1/2017,Hanover,sweet potato,Local,Root Crops,Moderate,Excellent,99
7/1/2017,St Thomas,gungo peas,Dry,Legumes,Moderate,Excellent,385
7/1/2017,St Thomas,tomatoes(salad),Local,Vegetable,Moderate,Excellent,275
7/1/2017,Hanover,pineapple,Cow Boy,Fruit,Moderate,Excellent,93.5
7/1/2017,Manchester,thyme,Local,Herbs and Spices,Fair,Excellent,286
7/1/2017,St Catherine,okra,Local,Vegetable,Moderate,Excellent,110
7/1/2017,St Catherine,callaloo,Whole,Vegetable,Moderate,Excellent,44
7/1/2017,Hanover,okra,Local,Vegetable,Moderate,Excellent,242
7/1/2017,St Catherine,callaloo,Shredded,Vegetable,Fair,Excellent,38.5
7/1/2017,Westmoreland,string bean,Local,Vegetable,Scarce,Excellent,220
7/1/2017,Portland,onion,Local,Herbs and Spices,Moderate,Excellent,154
7/1/2017,St Catherine,sweet pepper (green),Local,Vegetable,Scarce,Excellent,297
7/1/2017,Hanover,pumpkin,Local,Vegetable,Moderate,Excellent,66
7/1/2017,St Andrew,escallion,Local,Herbs and Spices,Fair,Excellent,385
7/1/2017,St Thomas,cauliflower,Local,Vegetable,Moderate,Excellent,275
7/1/2017,St Andrew,irish potato,Local,Root Crops,Fair,Excellent,110
7/1/2017,Manchester,irish potato,Local,Root Crops,Fair,Excellent,132
7/1/2017,St Elizabeth,honeydew melon,Local,Fruit,Scarce,Excellent,363
7/1/2017,Manchester,lettuce,Romaine (Local),Vegetable,Moderate,Excellent,440
7/1/2017,Westmoreland,cucumber,Local,Vegetable,Moderate,Excellent,220
7/1/2017,St James,green banana,Local,Fruit,Fair,Excellent,71.5
7/1/2017,St James,tomatoes(salad),Local,Vegetable,Moderate,Excellent,242
7/1/2017,Portland,ginger,Local,Herbs and Spices,Moderate,Excellent,550
7/8/2017,Clarendon,green banana,Local,Fruit,Moderate,Excellent,66
7/8/2017,St Andrew,cauliflower,Local,Vegetable,Fair,Excellent,880
7/8/2017,Clarendon,callaloo,Whole,Vegetable,Moderate,Excellent,66
7/8/2017,Hanover,green banana,Local,Fruit,Moderate,Excellent,82.5
7/8/2017,Trelawny,string bean,Local,Vegetable,Scarce,Excellent,271.33
7/8/2017,Hanover,tomatoes(salad),Local,Vegetable,Moderate,Excellent,308
7/8/2017,St James,pepper,West Indian Red,Herbs and Spices,Scarce,Excellent,176
7/8/2017,Trelawny,tomatoes(salad),Local,Vegetable,Scarce,Excellent,330
7/8/2017,St Ann,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,330
7/8/2017,St Elizabeth,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,440
7/8/2017,St Andrew,callaloo,Whole,Vegetable,Fair,Excellent,66
7/8/2017,St James,cucumber,Local,Vegetable,Moderate,Excellent,121
7/8/2017,St James,green banana,Local,Fruit,Average,Excellent,71.5
7/8/2017,St Elizabeth,tomatoes(salad),Local,Vegetable,Scarce,Excellent,418
7/8/2017,Westmoreland,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,440
7/8/2017,Westmoreland,tomatoes(salad),Local,Vegetable,Scarce,Excellent,440
7/8/2017,Portland,sweet pepper (green),Local,Vegetable,Moderate,Excellent,330
7/8/2017,St Mary,callaloo,Whole,Vegetable,Moderate,Excellent,88
7/8/2017,Portland,green banana,Local,Fruit,Good,Excellent,62.7
7/8/2017,St Mary,sweet pepper (green),Local,Vegetable,Moderate,Excellent,330
7/8/2017,Trelawny,carrot,Local,Vegetable,Moderate,Excellent,77
7/8/2017,Clarendon,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,396
7/8/2017,St Mary,pineapple,MD 2,Fruit,Average,Excellent,110
7/8/2017,Manchester,pumpkin,Local,Vegetable,Fair,Excellent,66
7/8/2017,Westmoreland,sweet potato,Local,Root Crops,Fair,Excellent,110
7/8/2017,Clarendon,irish potato,Local,Root Crops,Moderate,Excellent,110
7/8/2017,St Thomas,string bean,Local,Vegetable,Moderate,Excellent,132
7/8/2017,St Thomas,pumpkin,Local,Vegetable,Moderate,Excellent,90.75
7/8/2017,Clarendon,cabbage (green),Local,Vegetable,Fair,Excellent,66
7/8/2017,St Catherine,cabbage (green),Local,Vegetable,Scarce,Excellent,132
7/8/2017,St Elizabeth,plantain,Green,Fruit,Fair,Excellent,126.5
7/8/2017,Clarendon,sweet potato,Local,Root Crops,Moderate,Excellent,88
7/8/2017,Manchester,irish potato,Local,Root Crops,Fair,Excellent,132
7/8/2017,Hanover,callaloo,Whole,Vegetable,Moderate,Excellent,66
7/8/2017,St Mary,yam,Yellow,Root Crops,Scarce,Excellent,176
7/8/2017,Trelawny,callaloo,Whole,Vegetable,Moderate,Excellent,88
7/8/2017,St Mary,plantain,Green,Fruit,Moderate,Excellent,66
7/8/2017,St James,sweet pepper (green),Local,Vegetable,Scarce,Excellent,330
7/8/2017,St Thomas,irish potato,Local,Root Crops,Moderate,Excellent,132
7/8/2017,St Ann,yam,Yellow,Root Crops,Moderate,Excellent,198
7/8/2017,Hanover,carrot,Local,Vegetable,Scarce,Excellent,220
7/8/2017,St Mary,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,330
7/8/2017,Hanover,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,308
7/8/2017,Portland,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,330
7/8/2017,Hanover,okra,Local,Vegetable,Moderate,Excellent,264
7/8/2017,St James,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,242
7/8/2017,St James,yam,Yellow,Root Crops,Scarce,Excellent,220
7/8/2017,St James,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,253
7/8/2017,Westmoreland,plantain,Green,Fruit,Moderate,Excellent,110
7/8/2017,Hanover,pumpkin,Local,Vegetable,Moderate,Excellent,66
7/8/2017,Manchester,plantain,Green,Fruit,Fair,Excellent,88
7/8/2017,Manchester,escallion,Local,Herbs and Spices,Fair,Excellent,440
7/8/2017,Hanover,plantain,Green,Fruit,Moderate,Excellent,88
7/8/2017,Hanover,pineapple,Cow Boy,Fruit,Moderate,Excellent,99
7/8/2017,St Catherine,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,385
7/8/2017,Clarendon,lettuce,Iceberg (Local),Vegetable,Moderate,Excellent,176
7/8/2017,St James,plantain,Green,Fruit,Fair,Excellent,88
7/8/2017,St Thomas,carrot,Local,Vegetable,Moderate,Excellent,198
7/8/2017,St Catherine,callaloo,Whole,Vegetable,Scarce,Excellent,44
7/8/2017,St Mary,tomatoes(salad),Local,Vegetable,Scarce,Excellent,330
7/8/2017,St Andrew,cabbage (green),Local,Vegetable,Fair,Excellent,132
7/8/2017,St Thomas,watermelon,Local,Fruit,Moderate,Excellent,110
7/8/2017,St Catherine,cucumber,Local,Vegetable,Scarce,Excellent,110
7/8/2017,Clarendon,carrot,Local,Vegetable,Moderate,Excellent,110
7/8/2017,St Thomas,plantain,Green,Fruit,Moderate,Excellent,99
7/8/2017,St Thomas,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,66
7/8/2017,St Mary,cabbage (green),Local,Vegetable,Scarce,Excellent,110
7/8/2017,St Ann,cucumber,Local,Vegetable,Moderate,Excellent,99
7/8/2017,Trelawny,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,132
7/8/2017,St Ann,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,143
7/8/2017,Trelawny,pineapple,MD 2,Fruit,Moderate,Excellent,132
7/8/2017,St James,pineapple,MD 2,Fruit,Scarce,Excellent,99
7/8/2017,St James,pineapple,Cow Boy,Fruit,Moderate,Excellent,93.5
7/8/2017,St Ann,pumpkin,Local,Vegetable,Moderate,Excellent,99
7/8/2017,St Ann,plantain,Green,Fruit,Moderate,Excellent,110
7/8/2017,Trelawny,sweet potato,Local,Root Crops,Moderate,Excellent,99
7/8/2017,Portland,cucumber,Local,Vegetable,Scarce,Excellent,110
7/8/2017,St Andrew,plantain,Green,Fruit,Fair,Excellent,88
7/8/2017,Westmoreland,irish potato,Local,Root Crops,Fair,Excellent,143
7/8/2017,St Elizabeth,irish potato,Local,Root Crops,Fair,Excellent,143
7/8/2017,St Elizabeth,watermelon,Local,Fruit,Moderate,Excellent,143
7/8/2017,St Elizabeth,escallion,Local,Herbs and Spices,Scarce,Excellent,407
7/8/2017,St James,pumpkin,Local,Vegetable,Moderate,Excellent,77
7/8/2017,Westmoreland,cabbage (green),Local,Vegetable,Moderate,Excellent,132
7/8/2017,St Elizabeth,cucumber,Local,Vegetable,Scarce,Excellent,143
7/8/2017,Westmoreland,callaloo,Whole,Vegetable,Fair,Excellent,132
7/8/2017,Hanover,dasheen,Local,Root Crops,Moderate,Excellent,154
7/8/2017,St Thomas,tomatoes(salad),Local,Vegetable,Moderate,Excellent,176
7/8/2017,Portland,pineapple,MD 2,Fruit,Moderate,Excellent,143
7/8/2017,Portland,callaloo,Whole,Vegetable,Moderate,Excellent,82.5
7/8/2017,Portland,pineapple,Sugar Loaf,Fruit,Fair,Excellent,110
7/8/2017,Portland,pumpkin,Local,Vegetable,Fair,Excellent,106.33
7/8/2017,Portland,plantain,Ripe,Fruit,Moderate,Excellent,154
7/8/2017,Manchester,sorrel,Local,Fruit,Moderate,Excellent,440
7/8/2017,St Andrew,pepper,Scotch Bonnet,Herbs and Spices,Fair,Excellent,440
7/8/2017,St Elizabeth,honeydew melon,Local,Fruit,Scarce,Excellent,352
7/8/2017,Hanover,cabbage (green),Local,Vegetable,Moderate,Excellent,176
7/8/2017,Portland,callaloo,Shredded,Vegetable,Scarce,Excellent,220
7/8/2017,St Thomas,sweet pepper (green),Local,Vegetable,Moderate,Excellent,220
7/8/2017,St Thomas,cabbage (green),Local,Vegetable,Moderate,Excellent,176
7/8/2017,St Thomas,callaloo,Shredded,Vegetable,Scarce,Excellent,220
7/8/2017,Portland,yam,Yellow,Root Crops,Moderate,Excellent,220
7/8/2017,St Ann,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,220
7/8/2017,St Mary,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,176
7/8/2017,Trelawny,yam,White (Lucea),Root Crops,Moderate,Excellent,198
7/8/2017,St Thomas,thyme,Local,Herbs and Spices,Moderate,Excellent,550
7/8/2017,St Thomas,onion,Local,Herbs and Spices,Scarce,Excellent,198
7/8/2017,St Thomas,sorrel,Local,Fruit,Moderate,Excellent,220
7/8/2017,St Thomas,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,132
7/8/2017,Manchester,dasheen,Local,Root Crops,Moderate,Excellent,220
7/8/2017,Manchester,pepper,Scotch Bonnet,Herbs and Spices,Fair,Excellent,264
7/8/2017,Trelawny,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,198
7/8/2017,Manchester,cauliflower,Local,Vegetable,Fair,Excellent,220
7/8/2017,Westmoreland,coco,Local,Root Crops,Moderate,Excellent,198
7/8/2017,Westmoreland,cucumber,Local,Vegetable,Moderate,Excellent,176
7/8/2017,St Elizabeth,sweet pepper (yellow),Green House (Local),Vegetable,Scarce,Excellent,385
7/8/2017,St Elizabeth,sweet pepper (green),Local,Vegetable,Scarce,Excellent,385
7/8/2017,St James,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,330
7/8/2017,St Ann,sweet pepper (red),Green House (Local),Vegetable,Moderate,Excellent,374
7/8/2017,Clarendon,pumpkin,Local,Vegetable,Moderate,Excellent,66
7/8/2017,Trelawny,plantain,Green,Fruit,Fair,Excellent,88
7/8/2017,St Elizabeth,cauliflower,Local,Vegetable,Scarce,Excellent,319
7/8/2017,Westmoreland,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,330
7/8/2017,Manchester,lettuce,Iceberg (Local),Vegetable,Fair,Excellent,440
7/8/2017,St Andrew,tomatoes(salad),Local,Vegetable,Fair,Excellent,660
7/8/2017,St Catherine,okra,Local,Vegetable,Scarce,Excellent,220
7/8/2017,Westmoreland,carrot,Local,Vegetable,Moderate,Excellent,176
7/8/2017,St Andrew,thyme,Local,Herbs and Spices,Fair,Excellent,660
7/8/2017,St Catherine,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,198
7/8/2017,Clarendon,sorrel,Local,Fruit,Moderate,Excellent,220
7/8/2017,Portland,carrot,Local,Vegetable,Moderate,Excellent,220
7/8/2017,Manchester,plantain,Ripe,Fruit,Fair,Excellent,132
7/8/2017,Manchester,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,176
7/8/2017,St Andrew,tomatoes(plummy),Local,Vegetable,Fair,Excellent,220
7/8/2017,St Ann,carrot,Local,Vegetable,Scarce,Excellent,209
7/8/2017,St Ann,callaloo,Whole,Vegetable,Moderate,Excellent,220
7/8/2017,St James,dasheen,Local,Root Crops,Scarce,Excellent,187
7/8/2017,St Ann,coco,Local,Root Crops,Scarce,Excellent,209
7/8/2017,St Elizabeth,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,319
7/8/2017,Hanover,yam,Yellow,Root Crops,Moderate,Excellent,220
7/8/2017,Westmoreland,pineapple,Cow Boy,Fruit,Abundant,Excellent,66
7/8/2017,Portland,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,154
7/8/2017,Portland,escallion,Local,Herbs and Spices,Scarce,Excellent,330
7/8/2017,Manchester,callaloo,Whole,Vegetable,Fair,Excellent,99
7/8/2017,St Elizabeth,thyme,Local,Herbs and Spices,Fair,Excellent,280.5
7/8/2017,St Elizabeth,cantaloupe,Local,Fruit,Scarce,Excellent,209
7/8/2017,St Elizabeth,string bean,Local,Vegetable,Moderate,Excellent,176
7/8/2017,Clarendon,plantain,Green,Fruit,Moderate,Excellent,77
7/8/2017,Westmoreland,yam,Yellow,Root Crops,Scarce,Excellent,242
7/8/2017,St Andrew,green banana,Local,Fruit,Fair,Excellent,66
7/8/2017,Westmoreland,pumpkin,Local,Vegetable,Good,Excellent,55
7/8/2017,St Elizabeth,dasheen,Local,Root Crops,Moderate,Excellent,198
7/8/2017,St Catherine,carrot,Local,Vegetable,Scarce,Excellent,198
7/8/2017,Hanover,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,220
7/8/2017,St Andrew,ginger,Local,Herbs and Spices,Fair,Excellent,660
7/8/2017,Hanover,ginger,Local,Herbs and Spices,Moderate,Excellent,550
7/8/2017,Portland,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,220
7/8/2017,Manchester,sweet pepper (green),Local,Vegetable,Fair,Excellent,440
7/8/2017,St Thomas,ginger,Local,Herbs and Spices,Scarce,Excellent,660
7/8/2017,St Thomas,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,330
7/8/2017,Manchester,sweet pepper (green),Green House (Local),Vegetable,Fair,Excellent,462
7/8/2017,St Elizabeth,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,319
7/8/2017,St Elizabeth,pineapple,Cow Boy,Fruit,Good,Excellent,66
7/8/2017,Hanover,yam,White (Lucea),Root Crops,Moderate,Excellent,209
7/8/2017,St James,callaloo,Whole,Vegetable,Moderate,Excellent,82.5
7/8/2017,St James,tomatoes(salad),Local,Vegetable,Scarce,Excellent,359.33
7/8/2017,Westmoreland,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,330
7/8/2017,St Andrew,yam,Yellow,Root Crops,Fair,Excellent,220
7/8/2017,St Mary,sweet potato,Local,Root Crops,Fair,Excellent,99
7/8/2017,St Thomas,callaloo,Whole,Vegetable,Moderate,Excellent,99
7/8/2017,St Mary,plantain,Ripe,Fruit,Scarce,Excellent,88
7/8/2017,Manchester,string bean,Local,Vegetable,Fair,Excellent,165
7/8/2017,St Ann,lettuce,Iceberg (Local),Vegetable,Moderate,Excellent,154
7/8/2017,Trelawny,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,154
7/8/2017,Manchester,cabbage (green),Local,Vegetable,Fair,Excellent,132
7/8/2017,Trelawny,cucumber,Local,Vegetable,Scarce,Excellent,121
7/8/2017,St Ann,cabbage (green),Local,Vegetable,Moderate,Excellent,176
7/8/2017,St Thomas,dasheen,Local,Root Crops,Moderate,Excellent,176
7/8/2017,Westmoreland,sweet pepper (green),Local,Vegetable,Scarce,Excellent,440
7/8/2017,St Thomas,cantaloupe,Local,Fruit,Moderate,Excellent,165
7/8/2017,St Mary,carrot,Local,Vegetable,Scarce,Excellent,154
7/8/2017,Portland,coco,Local,Root Crops,Fair,Excellent,165
7/8/2017,Portland,dasheen,Local,Root Crops,Moderate,Excellent,165
7/8/2017,Trelawny,irish potato,Local,Root Crops,Moderate,Excellent,121
7/8/2017,Portland,cabbage (green),Local,Vegetable,Moderate,Excellent,154
7/8/2017,St Ann,sweet potato,Local,Root Crops,Moderate,Excellent,165
7/8/2017,St Mary,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,132
7/8/2017,St Thomas,green banana,Local,Fruit,Average,Excellent,77
7/8/2017,Trelawny,coco,Local,Root Crops,Scarce,Excellent,154
7/8/2017,Hanover,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,176
7/8/2017,Hanover,cucumber,Local,Vegetable,Moderate,Excellent,154
7/8/2017,Hanover,coco,Local,Root Crops,Moderate,Excellent,176
7/8/2017,Manchester,carrot,Local,Vegetable,Fair,Excellent,176
7/8/2017,Portland,sweet potato,Local,Root Crops,Moderate,Excellent,154
7/8/2017,St Elizabeth,cabbage (green),Local,Vegetable,Scarce,Excellent,165
7/8/2017,St Elizabeth,carrot,Local,Vegetable,Moderate,Excellent,143
7/8/2017,St Elizabeth,sweet potato,Local,Root Crops,Fair,Excellent,121
7/8/2017,St Ann,irish potato,Local,Root Crops,Moderate,Excellent,132
7/8/2017,Westmoreland,dasheen,Local,Root Crops,Fair,Excellent,176
7/8/2017,Clarendon,okra,Local,Vegetable,Moderate,Excellent,165
7/8/2017,Trelawny,green banana,Local,Fruit,Good,Excellent,44
7/8/2017,St Catherine,sweet potato,Local,Root Crops,Scarce,Excellent,176
7/8/2017,Clarendon,cucumber,Local,Vegetable,Moderate,Excellent,132
7/8/2017,St Andrew,pineapple,Sugar Loaf,Fruit,Fair,Excellent,176
7/8/2017,St James,coco,Local,Root Crops,Moderate,Excellent,143
7/8/2017,St James,plantain,Ripe,Fruit,Moderate,Excellent,154
7/8/2017,Manchester,cantaloupe,Local,Fruit,Moderate,Excellent,220
7/8/2017,St Mary,string bean,Local,Vegetable,Scarce,Excellent,176
7/8/2017,Hanover,string bean,Local,Vegetable,Moderate,Excellent,176
7/8/2017,St James,string bean,Local,Vegetable,Moderate,Excellent,165
7/8/2017,Clarendon,coco,Local,Root Crops,Moderate,Excellent,154
7/8/2017,St Mary,green banana,Local,Fruit,Average,Excellent,55
7/8/2017,Clarendon,sweet pepper (green),Local,Vegetable,Moderate,Excellent,495
7/8/2017,Trelawny,cabbage (green),Local,Vegetable,Moderate,Good,128.33
7/8/2017,Portland,ginger,Local,Herbs and Spices,Scarce,Excellent,550
7/8/2017,St Thomas,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,550
7/8/2017,St Thomas,gungo peas,Dry,Legumes,Moderate,Excellent,440
7/8/2017,Trelawny,plantain,Ripe,Fruit,Moderate,Excellent,121
7/8/2017,Manchester,sweet pepper (red),Green House (Local),Vegetable,Fair,Excellent,550
7/8/2017,Manchester,sweet pepper (yellow),Green House (Local),Vegetable,Fair,Excellent,550
7/8/2017,Manchester,lettuce,Romaine (Local),Vegetable,Fair,Excellent,517
7/8/2017,St Mary,pumpkin,Local,Vegetable,Fair,Excellent,66
7/8/2017,Westmoreland,string bean,Local,Vegetable,Scarce,Excellent,330
7/8/2017,Trelawny,yam,Yellow,Root Crops,Fair,Excellent,242
7/8/2017,St Thomas,cucumber,Local,Vegetable,Fair,Excellent,49.5
7/8/2017,St Thomas,pineapple,Cow Boy,Fruit,Moderate,Excellent,55
7/8/2017,St Catherine,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,330
7/8/2017,Clarendon,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,330
7/8/2017,Westmoreland,green banana,Local,Fruit,Fair,Excellent,66
7/8/2017,St Catherine,sorrel,Local,Fruit,Moderate,Excellent,66
7/8/2017,Clarendon,string bean,Local,Vegetable,Moderate,Excellent,297
7/8/2017,St Elizabeth,callaloo,Whole,Vegetable,Fair,Excellent,55
7/8/2017,St Ann,lettuce,Romaine (Local),Vegetable,Moderate,Excellent,440
7/8/2017,St Ann,plantain,Ripe,Fruit,Moderate,Excellent,132
7/8/2017,St Thomas,cauliflower,Local,Vegetable,Scarce,Excellent,132
7/8/2017,St Mary,watermelon,Local,Fruit,Moderate,Excellent,121
7/8/2017,Clarendon,yam,Negro,Root Crops,Moderate,Excellent,264
7/8/2017,Clarendon,yam,Yellow,Root Crops,Moderate,Excellent,198
7/8/2017,St Elizabeth,coco,Local,Root Crops,Moderate,Excellent,220
7/8/2017,St James,sweet potato,Local,Root Crops,Scarce,Excellent,121
7/8/2017,Clarendon,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,330
7/8/2017,St Andrew,escallion,Local,Herbs and Spices,Fair,Excellent,770
7/8/2017,Clarendon,dasheen,Local,Root Crops,Moderate,Excellent,176
7/8/2017,St Ann,sweet pepper (yellow),Green House (Local),Vegetable,Moderate,Excellent,374
7/8/2017,St Thomas,coco,Local,Root Crops,Scarce,Excellent,132
7/8/2017,St Thomas,escallion,Local,Herbs and Spices,Moderate,Excellent,242
7/8/2017,St Mary,cucumber,Local,Vegetable,Scarce,Excellent,132
7/8/2017,St Mary,dasheen,Local,Root Crops,Scarce,Excellent,132
7/8/2017,Manchester,pineapple,Sugar Loaf,Fruit,Fair,Excellent,132
7/8/2017,Trelawny,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,491.33
7/8/2017,Manchester,sweet potato,Local,Root Crops,Fair,Excellent,99
7/8/2017,Trelawny,lettuce,Romaine (Local),Vegetable,Scarce,Excellent,491.33
7/8/2017,Hanover,sweet pepper (green),Local,Vegetable,Moderate,Excellent,440
7/8/2017,St Mary,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,264
7/8/2017,Trelawny,sweet pepper (green),Local,Vegetable,Scarce,Excellent,491.33
7/8/2017,Manchester,yam,Yellow,Root Crops,Fair,Excellent,176
7/8/2017,St James,cabbage (green),Local,Vegetable,Scarce,Excellent,148.5
7/8/2017,Trelawny,pumpkin,Local,Vegetable,Moderate,Excellent,91.67
7/8/2017,St Elizabeth,green banana,Local,Fruit,Fair,Excellent,49.5
7/8/2017,St Catherine,sweet pepper (green),Local,Vegetable,Scarce,Excellent,513.33
7/8/2017,St Elizabeth,sweet pepper (red),Green House (Local),Vegetable,Moderate,Excellent,429
7/8/2017,St Elizabeth,pineapple,MD 2,Fruit,Fair,Excellent,143
7/8/2017,Westmoreland,pineapple,MD 2,Fruit,Moderate,Excellent,154
7/8/2017,Hanover,sweet potato,Local,Root Crops,Moderate,Excellent,99
7/8/2017,St Mary,coco,Local,Root Crops,Scarce,Excellent,132
7/8/2017,Westmoreland,okra,Local,Vegetable,Fair,Excellent,148.5
7/8/2017,St Elizabeth,pumpkin,Local,Vegetable,Fair,Excellent,49.5
7/8/2017,St Elizabeth,onion,Local,Herbs and Spices,Moderate,Excellent,154
7/8/2017,St Elizabeth,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,132
7/8/2017,St Thomas,yam,Yellow,Root Crops,Scarce,Excellent,176
7/8/2017,St Mary,pineapple,Sugar Loaf,Fruit,Fair,Excellent,110
7/8/2017,Manchester,coco,Local,Root Crops,Fair,Excellent,154
7/8/2017,Portland,onion,Local,Herbs and Spices,Scarce,Excellent,154
7/8/2017,St Thomas,yam,Negro,Root Crops,Scarce,Excellent,176
7/8/2017,Clarendon,tomatoes(salad),Local,Vegetable,Moderate,Excellent,440
7/8/2017,St James,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,93.5
7/8/2017,Portland,plantain,Green,Fruit,Fair,Excellent,110
7/8/2017,Manchester,tomatoes(salad),Local,Vegetable,Fair,Excellent,154
7/8/2017,Manchester,tomatoes(plummy),Local,Vegetable,Fair,Excellent,132
7/8/2017,Hanover,pineapple,MD 2,Fruit,Moderate,Excellent,132
7/8/2017,St Thomas,sweet potato,Local,Root Crops,Moderate,Excellent,132
7/8/2017,St Thomas,okra,Local,Vegetable,Moderate,Excellent,44
7/8/2017,St Thomas,plantain,Ripe,Fruit,Moderate,Excellent,132
7/8/2017,St Ann,tomatoes(salad),Local,Vegetable,Moderate,Excellent,330
7/8/2017,St Thomas,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,132
7/8/2017,Manchester,cucumber,Local,Vegetable,Fair,Excellent,132
7/8/2017,St Andrew,carrot,Local,Vegetable,Fair,Excellent,132
7/8/2017,St Ann,string bean,Local,Vegetable,Moderate,Excellent,154
7/8/2017,St Ann,sweet pepper (green),Local,Vegetable,Moderate,Excellent,330
7/15/2017,Clarendon,green banana,Local,Fruit,Moderate,Excellent,66
7/15/2017,St Thomas,plantain,Ripe,Fruit,Average,Excellent,110
7/15/2017,St Thomas,onion,Local,Herbs and Spices,Scarce,Excellent,176
7/15/2017,St Thomas,irish potato,Local,Root Crops,Scarce,Excellent,132
7/15/2017,Hanover,cucumber,Local,Vegetable,Moderate,Excellent,77
7/15/2017,St Thomas,sweet potato,Local,Root Crops,Moderate,Excellent,132
7/15/2017,Hanover,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,176
7/15/2017,Manchester,cantaloupe,Local,Fruit,Moderate,Excellent,176
7/15/2017,St Thomas,yam,Yellow,Root Crops,Moderate,Excellent,154
7/15/2017,St Mary,pumpkin,Local,Vegetable,Fair,Excellent,66
